,Unnamed: 0,checking_balance,months_loan_duration,credit_history,purpose,amount,savings_balance,employment_length,installment_rate,personal_status,other_debtors,residence_history,property,age,installment_plan,housing,existing_credits,default,dependents,telephone,foreign_worker,job,gender,res_split1,residence_history_in mnths,employment_length_in mnths,purpose_grped,GBFlag,job_grped,credit_history_grped,Age_grped,residence_history_in mnths_grped,employment_length_in mnths_grped,savings_balance_grped,months_loan_duration_grped,checking_balance_grped
375,375,-10.0,48,fully repaid this bank,business,7685,23.0,5 years,2,single,guarantor,20 years,other,37,none,rent,1,1,1,,yes,skilled employee,female,20.0,240.0,60.0,Others,Bad,skilled employee,fully repaid,"[34, 40)","[132.0, 240.0)","[36.0, 84.0)","[1.0, 31.0)","[37, 73)","[-15.0, 0.0)"
412,412,0.0,12,critical,business,2292,42.0,,4,single,none,9 months,other,42,stores,own,2,1,1,2346359293.0,yes,mangement self-employed,male,9.0,9.0,-500.0,Others,Bad,Others,critical,"[40, 45)","[2.0, 132.0)","[-inf, 3.0)","[31.0, 155.0)","[10, 16)","[-15.0, 0.0)"
74,74,-31.0,36,repaid,education,1977,0.0,7 years,4,single,none,23 years,unknown/none,40,none,own,1,1,1,2343082436.0,yes,mangement self-employed,male,23.0,276.0,84.0,education,Bad,Others,delayed/repaid,"[40, 45)","[240.0, inf)","[36.0, 84.0)","[0.0, 1.0)","[31, 37)","[-inf, -15.0)"
113,113,0.0,36,critical,car (new),7855,95.0,3 years,4,single,none,11 months,real estate,25,stores,own,2,1,1,2341217366.0,yes,skilled employee,female,11.0,11.0,36.0,Car,Bad,skilled employee,critical,"[24, 34)","[2.0, 132.0)","[24.0, 36.0)","[31.0, 155.0)","[31, 37)","[-15.0, 0.0)"
598,598,0.0,18,critical,car (new),2775,13.0,4 years,2,single,none,8 months,building society savings,31,bank,own,2,1,1,,yes,skilled employee,male,8.0,8.0,48.0,Car,Bad,skilled employee,critical,"[24, 34)","[2.0, 132.0)","[36.0, 84.0)","[1.0, 31.0)","[16, 19)","[-15.0, 0.0)"
961,961,21.0,21,delayed,car (new),2353,56.0,2 years,1,divorced,none,22 years,building society savings,47,none,own,2,0,1,,yes,skilled employee,male,22.0,264.0,24.0,Car,Good,skilled employee,delayed/repaid,"[45, 53)","[240.0, inf)","[3.0, 24.0)","[31.0, 155.0)","[19, 31)","[0.0, 102.0)"
390,390,0.0,18,repaid,car (new),1820,42.0,1 years,2,married,none,8 months,building society savings,30,none,own,1,0,1,2346307390.0,yes,mangement self-employed,male,8.0,8.0,12.0,Car,Good,Others,delayed/repaid,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[16, 19)","[-15.0, 0.0)"
104,104,0.0,12,repaid,car (used),2445,0.0,3 months,2,married,none,5 years,other,26,none,rent,1,0,1,2342963285.0,yes,skilled employee,male,5.0,60.0,3.0,Car,Good,skilled employee,delayed/repaid,"[24, 34)","[2.0, 132.0)","[-inf, 3.0)","[0.0, 1.0)","[10, 16)","[-15.0, 0.0)"
114,114,-21.0,12,repaid,radio/tv,1680,841.0,12 years,3,married,none,,real estate,35,none,own,1,0,1,,yes,skilled employee,male,,-500.0,144.0,domestic appliance,Good,skilled employee,delayed/repaid,"[34, 40)","[-inf, 2.0)","[84.0, inf)","[155.0, inf)","[10, 16)","[-inf, -15.0)"
417,417,-27.0,18,delayed,education,8471,0.0,1 years,1,single,none,1 months,other,23,none,rent,2,0,1,2349636962.0,yes,skilled employee,female,1.0,1.0,12.0,education,Good,skilled employee,delayed/repaid,"[18, 24)","[-inf, 2.0)","[3.0, 24.0)","[0.0, 1.0)","[16, 19)","[-inf, -15.0)"
525,525,29.0,26,repaid,car (used),7966,86.0,4 months,2,single,none,2 years,other,30,none,own,2,0,1,,yes,skilled employee,male,2.0,24.0,4.0,Car,Good,skilled employee,delayed/repaid,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[19, 31)","[0.0, 102.0)"
457,457,-38.0,12,repaid,car (used),3386,87.0,17 years,3,single,none,13 years,unknown/none,35,none,for free,1,1,1,2346087494.0,yes,skilled employee,male,13.0,156.0,204.0,Car,Bad,skilled employee,delayed/repaid,"[34, 40)","[132.0, 240.0)","[84.0, inf)","[31.0, 155.0)","[10, 16)","[-inf, -15.0)"
409,409,314.0,12,critical,car (new),939,811.0,7 years,4,married,none,1 months,real estate,28,none,own,3,1,1,2340213959.0,yes,skilled employee,male,1.0,1.0,84.0,Car,Bad,skilled employee,critical,"[24, 34)","[-inf, 2.0)","[36.0, 84.0)","[155.0, inf)","[10, 16)","[102.0, inf)"
92,92,0.0,12,critical,radio/tv,797,0.0,17 years,4,single,none,4 years,building society savings,33,bank,own,1,1,2,,yes,unskilled resident,female,4.0,48.0,204.0,domestic appliance,Bad,unskilled resident,critical,"[24, 34)","[2.0, 132.0)","[84.0, inf)","[0.0, 1.0)","[10, 16)","[-15.0, 0.0)"
930,930,-13.0,24,repaid,furniture,1747,83.0,2 months,4,single,co-applicant,,building society savings,24,none,own,1,0,1,,no,unskilled resident,male,,-500.0,2.0,furniture,Good,unskilled resident,delayed/repaid,"[24, 34)","[-inf, 2.0)","[-inf, 3.0)","[31.0, 155.0)","[19, 31)","[-15.0, 0.0)"
89,89,-36.0,12,fully repaid,repairs,1108,55.0,6 years,4,single,none,1 years,real estate,28,none,own,2,1,1,,yes,skilled employee,male,1.0,12.0,72.0,Others,Bad,skilled employee,fully repaid,"[24, 34)","[2.0, 132.0)","[36.0, 84.0)","[31.0, 155.0)","[10, 16)","[-inf, -15.0)"
336,336,45.0,13,repaid,radio/tv,2101,95.0,8 months,2,single,guarantor,9 years,building society savings,23,none,own,1,0,1,,yes,unskilled resident,female,9.0,108.0,8.0,domestic appliance,Good,unskilled resident,delayed/repaid,"[18, 24)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[10, 16)","[0.0, 102.0)"
988,988,-12.0,24,repaid,car (used),6579,21.0,,4,single,none,10 months,unknown/none,29,none,for free,1,0,1,2341420870.0,yes,mangement self-employed,male,10.0,10.0,-500.0,Car,Good,Others,delayed/repaid,"[24, 34)","[2.0, 132.0)","[-inf, 3.0)","[1.0, 31.0)","[19, 31)","[-15.0, 0.0)"
921,921,0.0,48,delayed,radio/tv,12749,553.0,7 years,4,single,none,,other,37,none,own,1,0,1,2340450190.0,yes,mangement self-employed,male,,-500.0,84.0,domestic appliance,Good,Others,delayed/repaid,"[34, 40)","[-inf, 2.0)","[36.0, 84.0)","[155.0, inf)","[37, 73)","[-15.0, 0.0)"
933,933,0.0,12,critical,radio/tv,522,632.0,8 years,4,single,none,23 years,building society savings,42,none,own,2,0,2,2341313184.0,yes,skilled employee,male,23.0,276.0,96.0,domestic appliance,Good,skilled employee,critical,"[40, 45)","[240.0, inf)","[84.0, inf)","[155.0, inf)","[10, 16)","[-15.0, 0.0)"
605,605,-42.0,24,fully repaid this bank,furniture,2828,557.0,1 years,4,single,none,23 years,real estate,22,stores,own,1,0,1,2344009465.0,yes,skilled employee,male,23.0,276.0,12.0,furniture,Good,skilled employee,fully repaid,"[18, 24)","[240.0, inf)","[3.0, 24.0)","[155.0, inf)","[19, 31)","[-inf, -15.0)"
593,593,131.0,24,repaid,car (new),2718,53.0,1 years,3,single,none,20 years,building society savings,20,none,rent,1,1,1,2341173079.0,yes,unskilled resident,female,20.0,240.0,12.0,Car,Bad,unskilled resident,delayed/repaid,"[18, 24)","[132.0, 240.0)","[3.0, 24.0)","[31.0, 155.0)","[19, 31)","[102.0, inf)"
611,611,222.0,10,repaid,car (new),1240,478.0,16 years,1,single,none,22 years,unknown/none,48,none,for free,1,1,2,,yes,unskilled resident,female,22.0,264.0,192.0,Car,Bad,unskilled resident,delayed/repaid,"[45, 53)","[240.0, inf)","[84.0, inf)","[155.0, inf)","[10, 16)","[102.0, inf)"
94,94,153.0,12,repaid,car (new),1318,1836.0,12 years,4,single,none,20 years,real estate,54,none,own,1,0,1,2345372626.0,yes,skilled employee,male,20.0,240.0,144.0,Car,Good,skilled employee,delayed/repaid,"[53, 76)","[132.0, 240.0)","[84.0, inf)","[155.0, inf)","[10, 16)","[102.0, inf)"
11,11,-31.0,48,repaid,business,4308,71.0,5 months,3,single,none,10 years,building society savings,24,none,rent,1,1,1,,yes,skilled employee,female,10.0,120.0,5.0,Others,Bad,skilled employee,delayed/repaid,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[37, 73)","[-inf, -15.0)"
396,396,-24.0,12,repaid,furniture,2578,89.0,,3,single,none,11 years,unknown/none,55,none,for free,1,0,1,,yes,mangement self-employed,female,11.0,132.0,-500.0,furniture,Good,Others,delayed/repaid,"[53, 76)","[2.0, 132.0)","[-inf, 3.0)","[31.0, 155.0)","[10, 16)","[-inf, -15.0)"
533,533,0.0,24,repaid,radio/tv,1311,164.0,6 years,4,married,none,3 years,building society savings,26,none,own,1,0,1,2342368135.0,yes,skilled employee,male,3.0,36.0,72.0,domestic appliance,Good,skilled employee,delayed/repaid,"[24, 34)","[2.0, 132.0)","[36.0, 84.0)","[155.0, inf)","[19, 31)","[-15.0, 0.0)"
43,43,-19.0,30,critical,car (used),6187,118.0,7 years,1,married,none,16 years,other,24,none,rent,2,0,1,,yes,skilled employee,male,16.0,192.0,84.0,Car,Good,skilled employee,critical,"[24, 34)","[132.0, 240.0)","[36.0, 84.0)","[31.0, 155.0)","[19, 31)","[-inf, -15.0)"
42,42,126.0,18,delayed,repairs,6204,90.0,1 years,2,single,none,14 years,real estate,44,none,own,1,0,2,2340366370.0,yes,unskilled resident,male,14.0,168.0,12.0,Others,Good,unskilled resident,delayed/repaid,"[40, 45)","[132.0, 240.0)","[3.0, 24.0)","[31.0, 155.0)","[16, 19)","[102.0, inf)"
329,329,86.0,6,repaid,radio/tv,1068,65.0,13 years,4,single,none,22 years,other,28,none,own,1,0,2,,yes,skilled employee,male,22.0,264.0,156.0,domestic appliance,Good,skilled employee,delayed/repaid,"[24, 34)","[240.0, inf)","[84.0, inf)","[31.0, 155.0)","[3, 10)","[0.0, 102.0)"
167,167,172.0,11,repaid,furniture,1577,19835.0,9 months,4,single,none,,real estate,20,none,own,1,0,1,,yes,skilled employee,female,,-500.0,9.0,furniture,Good,skilled employee,delayed/repaid,"[18, 24)","[-inf, 2.0)","[3.0, 24.0)","[155.0, inf)","[10, 16)","[102.0, inf)"
497,497,0.0,24,critical,furniture,1585,30.0,4 years,4,single,none,2 years,building society savings,40,none,own,2,0,1,,yes,skilled employee,male,2.0,24.0,48.0,furniture,Good,skilled employee,critical,"[40, 45)","[2.0, 132.0)","[36.0, 84.0)","[1.0, 31.0)","[19, 31)","[-15.0, 0.0)"
876,876,-37.0,18,fully repaid this bank,radio/tv,1940,1.0,6 months,3,single,co-applicant,22 years,unknown/none,36,bank,for free,1,0,1,2348446270.0,yes,mangement self-employed,male,22.0,264.0,6.0,domestic appliance,Good,Others,fully repaid,"[34, 40)","[240.0, inf)","[3.0, 24.0)","[0.0, 1.0)","[16, 19)","[-inf, -15.0)"
597,597,71.0,24,fully repaid,business,4241,24.0,3 years,1,single,none,20 years,real estate,36,none,own,3,1,1,2343985284.0,yes,unskilled resident,male,20.0,240.0,36.0,Others,Bad,unskilled resident,fully repaid,"[34, 40)","[132.0, 240.0)","[24.0, 36.0)","[1.0, 31.0)","[19, 31)","[0.0, 102.0)"
756,756,641.0,6,critical,car (new),1299,40.0,1 years,1,single,none,,real estate,74,none,own,3,0,2,,no,unemployed non-resident,male,,-500.0,12.0,Car,Good,Others,critical,"[53, 76)","[-inf, 2.0)","[3.0, 24.0)","[31.0, 155.0)","[3, 10)","[102.0, inf)"
100,100,0.0,24,repaid,car (new),1469,355.0,12 years,4,married,none,23 years,real estate,41,none,rent,1,0,1,,yes,unskilled resident,male,23.0,276.0,144.0,Car,Good,unskilled resident,delayed/repaid,"[40, 45)","[240.0, inf)","[84.0, inf)","[155.0, inf)","[19, 31)","[-15.0, 0.0)"
426,426,0.0,28,critical,radio/tv,2743,24.0,12 years,4,single,none,9 months,other,29,none,own,2,0,1,,yes,skilled employee,male,9.0,9.0,144.0,domestic appliance,Good,skilled employee,critical,"[24, 34)","[2.0, 132.0)","[84.0, inf)","[1.0, 31.0)","[19, 31)","[-15.0, 0.0)"
178,178,0.0,12,repaid,radio/tv,1963,90.0,4 years,4,single,none,2 months,other,31,none,rent,2,0,2,2341056264.0,yes,mangement self-employed,male,2.0,2.0,48.0,domestic appliance,Good,Others,delayed/repaid,"[24, 34)","[-inf, 2.0)","[36.0, 84.0)","[31.0, 155.0)","[10, 16)","[-15.0, 0.0)"
444,444,69.0,48,critical,furniture,5096,95.0,2 years,2,single,none,1 years,other,30,none,own,1,1,1,2349440166.0,yes,mangement self-employed,female,1.0,12.0,24.0,furniture,Bad,Others,critical,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[37, 73)","[0.0, 102.0)"
416,416,-25.0,12,repaid,car (new),2579,10.0,8 months,4,single,none,,real estate,33,none,own,1,1,2,,yes,unskilled resident,male,,-500.0,8.0,Car,Bad,unskilled resident,delayed/repaid,"[24, 34)","[-inf, 2.0)","[3.0, 24.0)","[1.0, 31.0)","[10, 16)","[-inf, -15.0)"
870,870,0.0,36,delayed,furniture,7678,620.0,6 years,2,single,none,8 years,other,40,none,own,2,0,1,2345188978.0,yes,skilled employee,female,8.0,96.0,72.0,furniture,Good,skilled employee,delayed/repaid,"[40, 45)","[2.0, 132.0)","[36.0, 84.0)","[155.0, inf)","[31, 37)","[-15.0, 0.0)"
882,882,103.0,30,critical,car (new),2181,0.0,7 years,4,single,none,17 years,real estate,36,none,own,2,0,1,,yes,skilled employee,male,17.0,204.0,84.0,Car,Good,skilled employee,critical,"[34, 40)","[132.0, 240.0)","[36.0, 84.0)","[0.0, 1.0)","[19, 31)","[102.0, inf)"
680,680,0.0,6,repaid,education,1538,69.0,8 months,1,single,none,11 months,unknown/none,56,none,own,1,0,1,,yes,skilled employee,female,11.0,11.0,8.0,education,Good,skilled employee,delayed/repaid,"[53, 76)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[3, 10)","[-15.0, 0.0)"
177,177,-37.0,6,critical,radio/tv,338,838.0,19 years,4,single,none,14 years,other,52,none,own,2,0,1,,yes,skilled employee,male,14.0,168.0,228.0,domestic appliance,Good,skilled employee,critical,"[45, 53)","[132.0, 240.0)","[84.0, inf)","[155.0, inf)","[3, 10)","[-inf, -15.0)"
395,395,126.0,39,delayed,education,11760,148.0,7 years,2,single,none,4 years,unknown/none,32,none,rent,1,0,1,2348353995.0,yes,skilled employee,male,4.0,48.0,84.0,education,Good,skilled employee,delayed/repaid,"[24, 34)","[2.0, 132.0)","[36.0, 84.0)","[31.0, 155.0)","[37, 73)","[102.0, inf)"
911,911,144.0,24,critical,furniture,4736,50.0,0 months,2,single,none,23 years,other,25,bank,own,1,1,1,,yes,unskilled resident,female,23.0,276.0,0.0,furniture,Bad,unskilled resident,critical,"[24, 34)","[240.0, inf)","[-inf, 3.0)","[31.0, 155.0)","[19, 31)","[102.0, inf)"
793,793,512.0,24,repaid,furniture,2892,61.0,12 years,3,divorced,none,12 years,unknown/none,51,none,for free,1,0,1,,yes,skilled employee,male,12.0,144.0,144.0,furniture,Good,skilled employee,delayed/repaid,"[45, 53)","[132.0, 240.0)","[84.0, inf)","[31.0, 155.0)","[19, 31)","[102.0, inf)"
960,960,0.0,6,critical,radio/tv,1740,4.0,17 years,2,married,none,5 months,real estate,30,none,rent,2,0,1,,yes,skilled employee,male,5.0,5.0,204.0,domestic appliance,Good,skilled employee,critical,"[24, 34)","[2.0, 132.0)","[84.0, inf)","[1.0, 31.0)","[3, 10)","[-15.0, 0.0)"
684,684,42.0,36,delayed,business,9857,371.0,5 years,1,single,none,3 years,building society savings,31,none,own,2,0,2,2341950614.0,yes,unskilled resident,male,3.0,36.0,60.0,Others,Good,unskilled resident,delayed/repaid,"[24, 34)","[2.0, 132.0)","[36.0, 84.0)","[155.0, inf)","[31, 37)","[0.0, 102.0)"
383,383,825.0,12,repaid,car (new),1330,47.0,5 months,4,single,none,,real estate,26,none,own,1,0,1,,yes,skilled employee,male,,-500.0,5.0,Car,Good,skilled employee,delayed/repaid,"[24, 34)","[-inf, 2.0)","[3.0, 24.0)","[31.0, 155.0)","[10, 16)","[102.0, inf)"
956,956,713.0,30,critical,radio/tv,3656,0.0,19 years,4,single,none,15 years,building society savings,49,stores,own,2,0,1,,yes,unskilled resident,male,15.0,180.0,228.0,domestic appliance,Good,unskilled resident,critical,"[45, 53)","[132.0, 240.0)","[84.0, inf)","[0.0, 1.0)","[19, 31)","[102.0, inf)"
751,751,-5.0,18,repaid,car (new),976,24.0,10 months,1,single,none,2 months,other,23,none,own,1,1,1,,yes,unskilled resident,female,2.0,2.0,10.0,Car,Bad,unskilled resident,delayed/repaid,"[18, 24)","[-inf, 2.0)","[3.0, 24.0)","[1.0, 31.0)","[16, 19)","[-15.0, 0.0)"
257,257,-27.0,12,fully repaid this bank,radio/tv,2149,49.0,1 years,4,divorced,none,,unknown/none,29,none,for free,1,1,1,,yes,skilled employee,male,,-500.0,12.0,domestic appliance,Bad,skilled employee,fully repaid,"[24, 34)","[-inf, 2.0)","[3.0, 24.0)","[31.0, 155.0)","[10, 16)","[-inf, -15.0)"
538,538,-43.0,48,repaid,car (new),7763,19.0,11 years,4,single,none,8 years,unknown/none,42,bank,for free,1,1,1,,yes,mangement self-employed,male,8.0,96.0,132.0,Car,Bad,Others,delayed/repaid,"[40, 45)","[2.0, 132.0)","[84.0, inf)","[1.0, 31.0)","[37, 73)","[-inf, -15.0)"
335,335,-48.0,6,critical,furniture,3384,38.0,2 years,1,divorced,none,23 years,real estate,44,none,rent,1,1,1,2343167834.0,yes,mangement self-employed,male,23.0,276.0,24.0,furniture,Bad,Others,critical,"[40, 45)","[240.0, inf)","[3.0, 24.0)","[31.0, 155.0)","[3, 10)","[-inf, -15.0)"
15,15,-6.0,24,repaid,radio/tv,1282,209.0,1 years,4,single,none,0 months,other,32,none,own,1,1,1,,yes,unskilled resident,female,0.0,0.0,12.0,domestic appliance,Bad,unskilled resident,delayed/repaid,"[24, 34)","[-inf, 2.0)","[3.0, 24.0)","[155.0, inf)","[19, 31)","[-15.0, 0.0)"
324,324,0.0,18,critical,car (new),1028,93.0,1 years,4,single,none,3 years,real estate,36,none,own,2,0,1,,yes,skilled employee,female,3.0,36.0,12.0,Car,Good,skilled employee,critical,"[34, 40)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[16, 19)","[-15.0, 0.0)"
758,758,0.0,24,repaid,car (new),1393,15.0,3 years,2,single,guarantor,1 months,real estate,31,none,own,1,0,1,2345176203.0,yes,skilled employee,male,1.0,1.0,36.0,Car,Good,skilled employee,delayed/repaid,"[24, 34)","[-inf, 2.0)","[24.0, 36.0)","[1.0, 31.0)","[19, 31)","[-15.0, 0.0)"
222,222,0.0,12,repaid,radio/tv,707,15.0,2 years,4,single,none,1 months,real estate,30,bank,own,2,0,1,,yes,skilled employee,male,1.0,1.0,24.0,domestic appliance,Good,skilled employee,delayed/repaid,"[24, 34)","[-inf, 2.0)","[3.0, 24.0)","[1.0, 31.0)","[10, 16)","[-15.0, 0.0)"
179,179,-49.0,21,critical,car (new),571,59.0,9 years,4,single,none,10 years,real estate,65,none,own,2,0,1,,yes,skilled employee,male,10.0,120.0,108.0,Car,Good,skilled employee,critical,"[53, 76)","[2.0, 132.0)","[84.0, inf)","[31.0, 155.0)","[19, 31)","[-inf, -15.0)"
983,983,-33.0,36,repaid,car (used),8229,85.0,2 years,2,single,none,8 months,building society savings,26,none,own,1,1,2,,yes,skilled employee,male,8.0,8.0,24.0,Car,Bad,skilled employee,delayed/repaid,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[31, 37)","[-inf, -15.0)"
22,22,-18.0,10,critical,car (new),2241,14.0,4 months,1,single,none,1 years,real estate,48,none,rent,2,0,2,,no,unskilled resident,male,1.0,12.0,4.0,Car,Good,unskilled resident,critical,"[45, 53)","[2.0, 132.0)","[3.0, 24.0)","[1.0, 31.0)","[10, 16)","[-inf, -15.0)"
356,356,0.0,12,critical,radio/tv,2331,0.0,10 years,1,single,co-applicant,22 years,real estate,49,none,own,1,0,1,2341494363.0,yes,skilled employee,male,22.0,264.0,120.0,domestic appliance,Good,skilled employee,critical,"[45, 53)","[240.0, inf)","[84.0, inf)","[0.0, 1.0)","[10, 16)","[-15.0, 0.0)"
666,666,15.0,30,fully repaid this bank,furniture,3496,6088.0,1 years,4,single,none,10 months,other,34,stores,own,1,0,2,2344509765.0,yes,skilled employee,male,10.0,10.0,12.0,furniture,Good,skilled employee,fully repaid,"[34, 40)","[2.0, 132.0)","[3.0, 24.0)","[155.0, inf)","[19, 31)","[0.0, 102.0)"
861,861,0.0,18,delayed,business,2169,76.0,3 years,4,married,none,6 months,other,28,none,own,1,1,1,2347078400.0,yes,skilled employee,male,6.0,6.0,36.0,Others,Bad,skilled employee,delayed/repaid,"[24, 34)","[2.0, 132.0)","[24.0, 36.0)","[31.0, 155.0)","[16, 19)","[-15.0, 0.0)"
340,340,111.0,24,critical,education,5743,93.0,6 months,2,single,none,9 years,unknown/none,24,none,for free,2,0,1,2344569499.0,yes,skilled employee,female,9.0,108.0,6.0,education,Good,skilled employee,critical,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[19, 31)","[102.0, inf)"
431,431,92.0,24,repaid,others,11328,22.0,2 years,2,single,co-applicant,2 years,other,29,bank,own,2,1,1,2345919406.0,yes,mangement self-employed,male,2.0,24.0,24.0,Others,Bad,Others,delayed/repaid,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[1.0, 31.0)","[19, 31)","[0.0, 102.0)"
551,551,0.0,6,fully repaid this bank,radio/tv,1750,516.0,12 years,2,single,none,9 years,building society savings,45,bank,own,1,0,2,,yes,unskilled resident,male,9.0,108.0,144.0,domestic appliance,Good,unskilled resident,fully repaid,"[45, 53)","[2.0, 132.0)","[84.0, inf)","[155.0, inf)","[3, 10)","[-15.0, 0.0)"
833,833,16.0,24,repaid,radio/tv,5084,0.0,19 years,2,single,none,9 years,other,42,none,own,1,0,1,2345609769.0,yes,skilled employee,female,9.0,108.0,228.0,domestic appliance,Good,skilled employee,delayed/repaid,"[40, 45)","[2.0, 132.0)","[84.0, inf)","[0.0, 1.0)","[19, 31)","[0.0, 102.0)"
203,203,-2.0,12,repaid,retraining,902,47.0,4 years,4,married,none,7 years,building society savings,21,none,rent,1,1,1,,yes,skilled employee,male,7.0,84.0,48.0,Others,Bad,skilled employee,delayed/repaid,"[18, 24)","[2.0, 132.0)","[36.0, 84.0)","[31.0, 155.0)","[10, 16)","[-15.0, 0.0)"
630,630,-19.0,24,repaid,radio/tv,3660,29.0,1 years,2,single,none,24 years,other,28,none,own,1,0,1,,yes,skilled employee,female,24.0,288.0,12.0,domestic appliance,Good,skilled employee,delayed/repaid,"[24, 34)","[240.0, inf)","[3.0, 24.0)","[1.0, 31.0)","[19, 31)","[-inf, -15.0)"
93,93,587.0,24,critical,furniture,3617,0.0,19 years,4,single,co-applicant,20 years,unknown/none,20,none,rent,2,0,1,,yes,skilled employee,male,20.0,240.0,228.0,furniture,Good,skilled employee,critical,"[18, 24)","[132.0, 240.0)","[84.0, inf)","[0.0, 1.0)","[19, 31)","[102.0, inf)"
558,558,-5.0,24,fully repaid this bank,furniture,3552,50.0,6 years,3,single,none,22 years,other,27,bank,own,1,1,1,,yes,skilled employee,male,22.0,264.0,72.0,furniture,Bad,skilled employee,fully repaid,"[24, 34)","[240.0, inf)","[36.0, 84.0)","[31.0, 155.0)","[19, 31)","[-15.0, 0.0)"
68,68,0.0,36,repaid,education,1819,89.0,1 years,4,single,none,22 years,unknown/none,37,stores,for free,1,1,1,2349135239.0,yes,skilled employee,male,22.0,264.0,12.0,education,Bad,skilled employee,delayed/repaid,"[34, 40)","[240.0, inf)","[3.0, 24.0)","[31.0, 155.0)","[31, 37)","[-15.0, 0.0)"
622,622,0.0,48,repaid,business,3914,0.0,2 years,4,divorced,none,3 months,real estate,38,bank,own,1,1,1,,yes,skilled employee,male,3.0,3.0,24.0,Others,Bad,skilled employee,delayed/repaid,"[34, 40)","[2.0, 132.0)","[3.0, 24.0)","[0.0, 1.0)","[37, 73)","[-15.0, 0.0)"
284,284,163.0,24,critical,car (new),3878,273.0,7 months,4,divorced,none,5 months,other,37,none,own,1,0,1,2348153717.0,yes,skilled employee,male,5.0,5.0,7.0,Car,Good,skilled employee,critical,"[34, 40)","[2.0, 132.0)","[3.0, 24.0)","[155.0, inf)","[19, 31)","[102.0, inf)"
